leaves,x0,x1,x2,bottom_permutation,top_permutation,permutation,orbits
33,9,1,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 33),(0 32)(1 15)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 17)(16 19)(18 21)(20 23)(22 25)(24 27)(26 29)(28 31)(30 33),"[[32, 29, 26, 23, 20, 17, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [15, 18, 21, 24, 27, 30, 33, 31, 28, 25, 22, 19, 16, 13, 10, 7, 4, 1]]",2
35,9,2,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 35),(0 34)(1 17)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 19)(18 21)(20 23)(22 25)(24 27)(26 29)(28 31)(30 33)(32 35),"[[34, 31, 28, 25, 22, 19, 15, 18, 21, 24, 27, 30, 33, 35, 32, 29, 26, 23, 20, 17, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0]]",1
37,9,3,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 37),(0 36)(1 19)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 21)(20 23)(22 25)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37),"[[36, 33, 30, 27, 24, 21, 17, 20, 23, 26, 29, 32, 35, 37, 34, 31, 28, 25, 22, 19, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15]]",2
39,9,4,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 39),(0 38)(1 21)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 23)(22 25)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39),"[[38, 35, 32, 29, 26, 23, 19, 22, 25, 28, 31, 34, 37, 39, 36, 33, 30, 27, 24, 21, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17]]",3
41,9,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 41),(0 40)(1 23)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 25)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41),"[[40, 37, 34, 31, 28, 25, 21, 24, 27, 30, 33, 36, 39, 41, 38, 35, 32, 29, 26, 23, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19]]",4
43,9,6,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 43),(0 42)(1 25)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 24)(23 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43),"[[42, 39, 36, 33, 30, 27, 23, 26, 29, 32, 35, 38, 41, 43, 40, 37, 34, 31, 28, 25, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [24, 21]]",5
45,9,7,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 45),(0 44)(1 27)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43)(42 45),"[[44, 41, 38, 35, 32, 29, 25, 28, 31, 34, 37, 40, 43, 45, 42, 39, 36, 33, 30, 27, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23]]",6
47,9,8,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 47),(0 46)(1 29)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43)(42 45)(44 47),"[[46, 43, 40, 37, 34, 31, 27, 30, 33, 36, 39, 42, 45, 47, 44, 41, 38, 35, 32, 29, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25]]",7
49,9,9,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 49),(0 48)(1 31)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 33)(32 35)(34 37)(36 39)(38 41)(40 43)(42 45)(44 47)(46 49),"[[48, 45, 42, 39, 36, 33, 29, 32, 35, 38, 41, 44, 47, 49, 46, 43, 40, 37, 34, 31, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27]]",8
51,9,10,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 51),(0 50)(1 33)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 35)(34 37)(36 39)(38 41)(40 43)(42 45)(44 47)(46 49)(48 51),"[[50, 47, 44, 41, 38, 35, 31, 34, 37, 40, 43, 46, 49, 51, 48, 45, 42, 39, 36, 33, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29]]",9
33,10,0,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 33),(0 32)(1 12)(2 15)(3 5)(4 7)(6 9)(8 11)(10 13)(14 17)(16 19)(18 21)(20 23)(22 25)(24 27)(26 29)(28 31)(30 33),"[[32, 29, 26, 23, 20, 17, 14, 11, 8, 5, 3, 6, 9, 12, 1, 4, 7, 10, 13, 16, 19, 22, 25, 28, 31, 33, 30, 27, 24, 21, 18, 15, 2, 0]]",1
35,10,1,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 35),(0 34)(1 15)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 17)(16 19)(18 21)(20 23)(22 25)(24 27)(26 29)(28 31)(30 33)(32 35),"[[34, 31, 28, 25, 22, 19, 16, 13, 10, 7, 4, 1, 15, 18, 21, 24, 27, 30, 33, 35, 32, 29, 26, 23, 20, 17, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0]]",1
37,10,2,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 37),(0 36)(1 17)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 19)(18 21)(20 23)(22 25)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37),"[[36, 33, 30, 27, 24, 21, 18, 15, 19, 22, 25, 28, 31, 34, 37, 35, 32, 29, 26, 23, 20, 17, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0]]",1
39,10,3,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 39),(0 38)(1 19)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 21)(20 23)(22 25)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39),"[[38, 35, 32, 29, 26, 23, 20, 17, 21, 24, 27, 30, 33, 36, 39, 37, 34, 31, 28, 25, 22, 19, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15]]",2
41,10,4,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 41),(0 40)(1 21)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 23)(22 25)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41),"[[40, 37, 34, 31, 28, 25, 22, 19, 23, 26, 29, 32, 35, 38, 41, 39, 36, 33, 30, 27, 24, 21, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17]]",3
43,10,5,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 43),(0 42)(1 23)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 25)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43),"[[42, 39, 36, 33, 30, 27, 24, 21, 25, 28, 31, 34, 37, 40, 43, 41, 38, 35, 32, 29, 26, 23, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19]]",4
45,10,6,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 45),(0 44)(1 25)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 24)(23 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43)(42 45),"[[44, 41, 38, 35, 32, 29, 26, 23, 27, 30, 33, 36, 39, 42, 45, 43, 40, 37, 34, 31, 28, 25, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [24, 21]]",5
47,10,7,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 47),(0 46)(1 27)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43)(42 45)(44 47),"[[46, 43, 40, 37, 34, 31, 28, 25, 29, 32, 35, 38, 41, 44, 47, 45, 42, 39, 36, 33, 30, 27, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23]]",6
49,10,8,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 49),(0 48)(1 29)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43)(42 45)(44 47)(46 49),"[[48, 45, 42, 39, 36, 33, 30, 27, 31, 34, 37, 40, 43, 46, 49, 47, 44, 41, 38, 35, 32, 29, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25]]",7
51,10,9,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 51),(0 50)(1 31)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 33)(32 35)(34 37)(36 39)(38 41)(40 43)(42 45)(44 47)(46 49)(48 51),"[[50, 47, 44, 41, 38, 35, 32, 29, 33, 36, 39, 42, 45, 48, 51, 49, 46, 43, 40, 37, 34, 31, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27]]",8
53,10,10,5,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 52)(51 53),(0 52)(1 33)(2 14)(3 5)(4 7)(6 9)(8 11)(10 13)(12 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 35)(34 37)(36 39)(38 41)(40 43)(42 45)(44 47)(46 49)(48 51)(50 53),"[[52, 49, 46, 43, 40, 37, 34, 31, 35, 38, 41, 44, 47, 50, 53, 51, 48, 45, 42, 39, 36, 33, 1, 4, 7, 10, 13, 16, 12, 9, 6, 3, 5, 8, 11, 14, 2, 0], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29]]",9
17,0,0,6,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 2)(1 16)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17),"[[2, 0], [16, 13, 10, 7, 4, 1], [5, 8, 11, 14, 17, 15, 12, 9, 6, 3]]",3
17,0,1,6,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 14)(1 17)(2 16)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15),"[[14, 11, 8, 5, 3, 6, 9, 12, 15, 17, 1, 4, 7, 10, 13, 16, 2, 0]]",1
19,0,2,6,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 17)(1 19)(2 16)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 18),"[[17, 19, 1, 4, 7, 10, 13, 16, 2, 0], [5, 8, 11, 14, 18, 15, 12, 9, 6, 3]]",2
21,0,3,6,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 19)(1 21)(2 16)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 18)(17 20),"[[19, 21, 1, 4, 7, 10, 13, 16, 2, 0], [5, 8, 11, 14, 18, 15, 12, 9, 6, 3], [20, 17]]",3
23,0,4,6,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 21)(1 23)(2 16)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 18)(17 20)(19 22),"[[21, 23, 1, 4, 7, 10, 13, 16, 2, 0], [5, 8, 11, 14, 18, 15, 12, 9, 6, 3], [20, 17], [22, 19]]",4
25,0,5,6,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 23)(1 25)(2 16)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 18)(17 20)(19 22)(21 24),"[[23, 25, 1, 4, 7, 10, 13, 16, 2, 0], [5, 8, 11, 14, 18, 15, 12, 9, 6, 3], [20, 17], [22, 19], [24, 21]]",5
27,0,6,6,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 25)(1 27)(2 16)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 18)(17 20)(19 22)(21 24)(23 26),"[[25, 27, 1, 4, 7, 10, 13, 16, 2, 0], [5, 8, 11, 14, 18, 15, 12, 9, 6, 3], [20, 17], [22, 19], [24, 21], [26, 23]]",6
29,0,7,6,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 29),(0 27)(1 29)(2 16)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 18)(17 20)(19 22)(21 24)(23 26)(25 28),"[[27, 29, 1, 4, 7, 10, 13, 16, 2, 0], [5, 8, 11, 14, 18, 15, 12, 9, 6, 3], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25]]",7
31,0,8,6,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 31),(0 29)(1 31)(2 16)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30),"[[29, 31, 1, 4, 7, 10, 13, 16, 2, 0], [5, 8, 11, 14, 18, 15, 12, 9, 6, 3], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27]]",8
33,0,9,6,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 33),(0 31)(1 33)(2 16)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32),"[[31, 33, 1, 4, 7, 10, 13, 16, 2, 0], [5, 8, 11, 14, 18, 15, 12, 9, 6, 3], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29]]",9
35,0,10,6,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 35),(0 33)(1 35)(2 16)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34),"[[33, 35, 1, 4, 7, 10, 13, 16, 2, 0], [5, 8, 11, 14, 18, 15, 12, 9, 6, 3], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31]]",10
17,1,0,6,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 14)(2 17)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15),"[[16, 13, 10, 7, 4, 1, 14, 11, 8, 5, 3, 6, 9, 12, 15, 17, 2, 0]]",1
19,1,1,6,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 17)(2 16)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 19),"[[18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 19, 17, 1, 4, 7, 10, 13, 16, 2, 0]]",1
21,1,2,6,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 19)(2 16)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 18)(17 21),"[[20, 17, 21, 19, 1, 4, 7, 10, 13, 16, 2, 0], [5, 8, 11, 14, 18, 15, 12, 9, 6, 3]]",2
23,1,3,6,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 21)(2 16)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 18)(17 20)(19 23),"[[22, 19, 23, 21, 1, 4, 7, 10, 13, 16, 2, 0], [5, 8, 11, 14, 18, 15, 12, 9, 6, 3], [20, 17]]",3
25,1,4,6,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 23)(2 16)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 18)(17 20)(19 22)(21 25),"[[24, 21, 25, 23, 1, 4, 7, 10, 13, 16, 2, 0], [5, 8, 11, 14, 18, 15, 12, 9, 6, 3], [20, 17], [22, 19]]",4
27,1,5,6,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 25)(2 16)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 18)(17 20)(19 22)(21 24)(23 27),"[[26, 23, 27, 25, 1, 4, 7, 10, 13, 16, 2, 0], [5, 8, 11, 14, 18, 15, 12, 9, 6, 3], [20, 17], [22, 19], [24, 21]]",5
29,1,6,6,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 29),(0 28)(1 27)(2 16)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 18)(17 20)(19 22)(21 24)(23 26)(25 29),"[[28, 25, 29, 27, 1, 4, 7, 10, 13, 16, 2, 0], [5, 8, 11, 14, 18, 15, 12, 9, 6, 3], [20, 17], [22, 19], [24, 21], [26, 23]]",6
31,1,7,6,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 31),(0 30)(1 29)(2 16)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 31),"[[30, 27, 31, 29, 1, 4, 7, 10, 13, 16, 2, 0], [5, 8, 11, 14, 18, 15, 12, 9, 6, 3], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25]]",7
33,1,8,6,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 33),(0 32)(1 31)(2 16)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 33),"[[32, 29, 33, 31, 1, 4, 7, 10, 13, 16, 2, 0], [5, 8, 11, 14, 18, 15, 12, 9, 6, 3], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27]]",8
35,1,9,6,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 35),(0 34)(1 33)(2 16)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 35),"[[34, 31, 35, 33, 1, 4, 7, 10, 13, 16, 2, 0], [5, 8, 11, 14, 18, 15, 12, 9, 6, 3], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29]]",9
37,1,10,6,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 37),(0 36)(1 35)(2 16)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 37),"[[36, 33, 37, 35, 1, 4, 7, 10, 13, 16, 2, 0], [5, 8, 11, 14, 18, 15, 12, 9, 6, 3], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31]]",10
19,2,0,6,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 14)(2 17)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(16 19),"[[18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 1, 4, 7, 10, 13, 16, 19, 17, 2, 0]]",1
21,2,1,6,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 17)(2 16)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 19)(18 21),"[[20, 17, 1, 4, 7, 10, 13, 16, 2, 0], [5, 8, 11, 14, 19, 21, 18, 15, 12, 9, 6, 3]]",2
23,2,2,6,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 19)(2 16)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 18)(17 21)(20 23),"[[22, 19, 1, 4, 7, 10, 13, 16, 2, 0], [5, 8, 11, 14, 18, 15, 12, 9, 6, 3], [21, 23, 20, 17]]",3
25,2,3,6,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 21)(2 16)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 18)(17 20)(19 23)(22 25),"[[24, 21, 1, 4, 7, 10, 13, 16, 2, 0], [5, 8, 11, 14, 18, 15, 12, 9, 6, 3], [20, 17], [23, 25, 22, 19]]",4
27,2,4,6,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 23)(2 16)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 18)(17 20)(19 22)(21 25)(24 27),"[[26, 23, 1, 4, 7, 10, 13, 16, 2, 0], [5, 8, 11, 14, 18, 15, 12, 9, 6, 3], [20, 17], [22, 19], [25, 27, 24, 21]]",5
